id,nome,preco,taxa
2786,Eletronico 2786,780.61,0.15
2787,Eletronico 2787,1708.65,0.14
2788,Eletronico 2788,4291.54,0.11
2789,Eletronico 2789,2544.76,0.07
2790,Eletronico 2790,3404.76,0.07
2791,Eletronico 2791,1354.65,0.09
2792,Eletronico 2792,1463.83,0.09
2793,Eletronico 2793,2388.19,0.13
2794,Eletronico 2794,4691.64,0.18
2795,Eletronico 2795,968.12,0.18
2796,Eletronico 2796,2477.28,0.12
2797,Eletronico 2797,1802.06,0.15
2798,Eletronico 2798,2116.37,0.13
2799,Eletronico 2799,4083.64,0.06
2800,Eletronico 2800,4725.3,0.1
2801,Eletronico 2801,101.29,0.13
2802,Eletronico 2802,2634.19,0.07
2803,Eletronico 2803,1430.68,0.16
2804,Eletronico 2804,1810.24,0.06
2805,Eletronico 2805,494.97,0.1
2806,Eletronico 2806,1578.87,0.08
2807,Eletronico 2807,3663.61,0.12
2808,Eletronico 2808,2763.49,0.1
2809,Eletronico 2809,3825.0,0.09
2810,Eletronico 2810,3552.97,0.08
2811,Eletronico 2811,4000.91,0.11
2812,Eletronico 2812,1284.32,0.08
2813,Eletronico 2813,3331.16,0.13
2814,Eletronico 2814,4314.92,0.1
2815,Eletronico 2815,42.8,0.05
2816,Eletronico 2816,3616.4,0.13
2817,Eletronico 2817,322.44,0.14
2818,Eletronico 2818,1386.59,0.12
2819,Eletronico 2819,3207.34,0.18
2820,Eletronico 2820,1704.07,0.18
2821,Eletronico 2821,435.22,0.16
2822,Eletronico 2822,30.57,0.12
2823,Eletronico 2823,606.19,0.06
2824,Eletronico 2824,1277.1,0.1
2825,Eletronico 2825,278.69,0.08
2826,Eletronico 2826,4915.91,0.08
2827,Eletronico 2827,2558.19,0.17
2828,Eletronico 2828,900.43,0.06
2829,Eletronico 2829,2512.58,0.11
2830,Eletronico 2830,352.36,0.13
2831,Eletronico 2831,3219.56,0.19
2832,Eletronico 2832,3275.77,0.07
2833,Eletronico 2833,3341.94,0.12
2834,Eletronico 2834,4929.3,0.18
2835,Eletronico 2835,2299.09,0.17
2836,Eletronico 2836,4513.63,0.15
2837,Eletronico 2837,4408.03,0.17
2838,Eletronico 2838,881.78,0.16
2839,Eletronico 2839,4660.92,0.07
2840,Eletronico 2840,2020.95,0.17
2841,Eletronico 2841,2698.73,0.07
2842,Eletronico 2842,4512.22,0.12
2843,Eletronico 2843,1230.88,0.06
2844,Eletronico 2844,2629.19,0.13
2845,Eletronico 2845,3988.35,0.2
2846,Eletronico 2846,280.44,0.08
2847,Eletronico 2847,3866.22,0.11
2848,Eletronico 2848,67.86,0.13
2849,Eletronico 2849,4630.9,0.13
2850,Eletronico 2850,11.55,0.15
2851,Eletronico 2851,624.87,0.11
2852,Eletronico 2852,725.98,0.18
2853,Eletronico 2853,1147.22,0.16
2854,Eletronico 2854,695.79,0.14
2855,Eletronico 2855,2487.16,0.12
2856,Eletronico 2856,1315.31,0.18
2857,Eletronico 2857,3795.29,0.12
2858,Eletronico 2858,381.95,0.15
2859,Eletronico 2859,3629.81,0.18
2860,Eletronico 2860,2271.44,0.15
2861,Eletronico 2861,2980.61,0.18
2862,Eletronico 2862,4901.9,0.13
2863,Eletronico 2863,3943.08,0.08
2864,Eletronico 2864,3924.17,0.14
2865,Eletronico 2865,1548.85,0.14
2866,Eletronico 2866,4021.21,0.05
2867,Eletronico 2867,2582.89,0.16
2868,Eletronico 2868,2689.61,0.2
2869,Eletronico 2869,792.09,0.1
2870,Eletronico 2870,3670.23,0.15
2871,Eletronico 2871,1330.58,0.1
2872,Eletronico 2872,4142.26,0.16
2873,Eletronico 2873,1510.94,0.06
2874,Eletronico 2874,3083.13,0.12
2875,Eletronico 2875,1374.37,0.12
2876,Eletronico 2876,3524.64,0.17
2877,Eletronico 2877,2640.51,0.12
2878,Eletronico 2878,2062.46,0.14
2879,Eletronico 2879,4881.34,0.19
2880,Eletronico 2880,4729.75,0.08
2881,Eletronico 2881,2888.87,0.17
2882,Eletronico 2882,4475.34,0.09
2883,Eletronico 2883,2722.43,0.17
2884,Eletronico 2884,3132.15,0.17
2885,Eletronico 2885,661.27,0.15
2886,Eletronico 2886,320.75,0.13
2887,Eletronico 2887,3015.06,0.15
2888,Eletronico 2888,1327.71,0.1
2889,Eletronico 2889,3780.63,0.07
2890,Eletronico 2890,107.82,0.09
2891,Eletronico 2891,3375.56,0.16
2892,Eletronico 2892,468.73,0.06
2893,Eletronico 2893,385.66,0.07
2894,Eletronico 2894,4752.74,0.09
2895,Eletronico 2895,1860.01,0.15
2896,Eletronico 2896,4413.98,0.12
2897,Eletronico 2897,3217.35,0.13
2898,Eletronico 2898,855.39,0.18
2899,Eletronico 2899,2637.67,0.15
2900,Eletronico 2900,437.0,0.19
2901,Eletronico 2901,3199.69,0.08
2902,Eletronico 2902,1687.59,0.16
2903,Eletronico 2903,677.82,0.1
2904,Eletronico 2904,2855.84,0.16
2905,Eletronico 2905,4428.38,0.14
2906,Eletronico 2906,1194.77,0.11
2907,Eletronico 2907,2079.61,0.12
2908,Eletronico 2908,4589.05,0.14
2909,Eletronico 2909,3518.19,0.06
2910,Eletronico 2910,330.79,0.17
2911,Eletronico 2911,3490.89,0.08
2912,Eletronico 2912,693.98,0.08
2913,Eletronico 2913,276.21,0.14
2914,Eletronico 2914,3193.93,0.18
2915,Eletronico 2915,368.43,0.14
2916,Eletronico 2916,3696.55,0.09
2917,Eletronico 2917,3658.27,0.19
2918,Eletronico 2918,3981.92,0.09
2919,Eletronico 2919,3272.83,0.15
2920,Eletronico 2920,3646.26,0.07
2921,Eletronico 2921,4145.33,0.16
2922,Eletronico 2922,2190.12,0.1
2923,Eletronico 2923,839.08,0.11
2924,Eletronico 2924,597.11,0.18
2925,Eletronico 2925,3362.87,0.12
2926,Eletronico 2926,1801.84,0.17
2927,Eletronico 2927,1545.05,0.13
2928,Eletronico 2928,4812.99,0.06
2929,Eletronico 2929,3401.83,0.13
2930,Eletronico 2930,1897.59,0.11
2931,Eletronico 2931,3273.29,0.17
2932,Eletronico 2932,1882.55,0.08
2933,Eletronico 2933,109.45,0.08
2934,Eletronico 2934,1079.7,0.09
2935,Eletronico 2935,250.63,0.11
2936,Eletronico 2936,439.79,0.13
2937,Eletronico 2937,366.55,0.14
2938,Eletronico 2938,4127.79,0.12
2939,Eletronico 2939,4800.68,0.12
2940,Eletronico 2940,1016.01,0.07
2941,Eletronico 2941,3957.94,0.15
2942,Eletronico 2942,1090.02,0.11
2943,Eletronico 2943,1684.97,0.08
2944,Eletronico 2944,4933.41,0.07
2945,Eletronico 2945,4143.11,0.05
2946,Eletronico 2946,4111.93,0.07
2947,Eletronico 2947,178.66,0.13
2948,Eletronico 2948,251.86,0.1
2949,Eletronico 2949,804.76,0.05
2950,Eletronico 2950,3484.89,0.05
2951,Eletronico 2951,1372.1,0.06
2952,Eletronico 2952,2486.35,0.08
2953,Eletronico 2953,15.5,0.09
2954,Eletronico 2954,825.36,0.14
2955,Eletronico 2955,4619.01,0.16
2956,Eletronico 2956,4084.58,0.05
2957,Eletronico 2957,4833.27,0.15
2958,Eletronico 2958,856.05,0.07
2959,Eletronico 2959,2408.79,0.06
2960,Eletronico 2960,4839.86,0.14
2961,Eletronico 2961,1717.54,0.16
2962,Eletronico 2962,2435.67,0.16
2963,Eletronico 2963,2319.88,0.11
2964,Eletronico 2964,3418.79,0.09
2965,Eletronico 2965,4636.33,0.16
2966,Eletronico 2966,1015.47,0.15
2967,Eletronico 2967,4626.96,0.11
2968,Eletronico 2968,91.57,0.13
2969,Eletronico 2969,1612.77,0.14
2970,Eletronico 2970,2134.24,0.1
2971,Eletronico 2971,702.07,0.16
2972,Eletronico 2972,4344.59,0.12
2973,Eletronico 2973,4561.69,0.09
2974,Eletronico 2974,2855.15,0.09
2975,Eletronico 2975,3098.64,0.07
2976,Eletronico 2976,750.61,0.14
2977,Eletronico 2977,3734.78,0.18
2978,Eletronico 2978,4733.19,0.1
2979,Eletronico 2979,1992.04,0.09
2980,Eletronico 2980,2919.47,0.17
2981,Eletronico 2981,3045.85,0.11
2982,Eletronico 2982,2819.5,0.08
2983,Eletronico 2983,4620.29,0.16
2984,Eletronico 2984,4990.28,0.08
2985,Eletronico 2985,1849.8,0.09
2986,Eletronico 2986,2589.57,0.11
2987,Eletronico 2987,687.74,0.11
2988,Eletronico 2988,2587.7,0.1
2989,Eletronico 2989,2532.47,0.05
2990,Eletronico 2990,4146.75,0.08
2991,Eletronico 2991,2328.32,0.13
2992,Eletronico 2992,444.27,0.14
2993,Eletronico 2993,1630.08,0.07
2994,Eletronico 2994,1751.8,0.06
2995,Eletronico 2995,3314.55,0.18
2996,Eletronico 2996,3809.58,0.18
2997,Eletronico 2997,1548.92,0.15
2998,Eletronico 2998,1691.18,0.17
2999,Eletronico 2999,1312.33,0.17
3000,Eletronico 3000,4864.54,0.07
3001,Eletronico 3001,3522.04,0.17
3002,Eletronico 3002,1791.71,0.13
3003,Eletronico 3003,2031.36,0.14
3004,Eletronico 3004,4897.88,0.14
3005,Eletronico 3005,2029.53,0.16
3006,Eletronico 3006,2760.64,0.08
3007,Eletronico 3007,3544.71,0.17
3008,Eletronico 3008,635.24,0.19
3009,Eletronico 3009,1155.27,0.15
3010,Eletronico 3010,3976.57,0.09
3011,Eletronico 3011,1426.2,0.1
3012,Eletronico 3012,1202.76,0.19
3013,Eletronico 3013,222.74,0.18
3014,Eletronico 3014,1093.16,0.18
3015,Eletronico 3015,4845.03,0.18
3016,Eletronico 3016,2775.8,0.11
3017,Eletronico 3017,485.61,0.06
3018,Eletronico 3018,1536.57,0.15
3019,Eletronico 3019,2842.09,0.18
3020,Eletronico 3020,2404.73,0.12
3021,Eletronico 3021,1710.93,0.09
3022,Eletronico 3022,1953.53,0.12
3023,Eletronico 3023,1280.97,0.13
3024,Eletronico 3024,1799.64,0.09
3025,Eletronico 3025,2181.26,0.19
3026,Eletronico 3026,1466.44,0.06
3027,Eletronico 3027,147.8,0.15
3028,Eletronico 3028,3881.74,0.18
3029,Eletronico 3029,1658.04,0.17
3030,Eletronico 3030,1069.91,0.09
3031,Eletronico 3031,4183.12,0.05
3032,Eletronico 3032,3270.15,0.05
3033,Eletronico 3033,2739.57,0.15
3034,Eletronico 3034,711.56,0.13
3035,Eletronico 3035,1757.75,0.09
3036,Eletronico 3036,4472.83,0.09
3037,Eletronico 3037,1226.38,0.09
3038,Eletronico 3038,4094.35,0.16
3039,Eletronico 3039,2624.63,0.09
3040,Eletronico 3040,4899.93,0.08
3041,Eletronico 3041,4461.32,0.16
3042,Eletronico 3042,4788.09,0.06
3043,Eletronico 3043,3916.64,0.18
3044,Eletronico 3044,1017.46,0.13
3045,Eletronico 3045,505.52,0.13
3046,Eletronico 3046,937.66,0.19
3047,Eletronico 3047,4490.42,0.1
3048,Eletronico 3048,937.62,0.17
3049,Eletronico 3049,2753.66,0.12
3050,Eletronico 3050,2960.24,0.06
3051,Eletronico 3051,3247.67,0.08
3052,Eletronico 3052,382.23,0.05
3053,Eletronico 3053,4754.53,0.15
3054,Eletronico 3054,1284.94,0.14
3055,Eletronico 3055,2046.23,0.15
3056,Eletronico 3056,4068.53,0.09
3057,Eletronico 3057,1443.11,0.17
3058,Eletronico 3058,1164.49,0.19
3059,Eletronico 3059,346.82,0.14
3060,Eletronico 3060,339.91,0.16
3061,Eletronico 3061,4724.03,0.12
3062,Eletronico 3062,2501.8,0.06
3063,Eletronico 3063,3142.79,0.11
3064,Eletronico 3064,2049.91,0.09
3065,Eletronico 3065,386.36,0.07
3066,Eletronico 3066,802.94,0.07
3067,Eletronico 3067,1633.67,0.12
3068,Eletronico 3068,2253.0,0.17
3069,Eletronico 3069,249.34,0.2
3070,Eletronico 3070,1290.94,0.05
3071,Eletronico 3071,1622.24,0.07
3072,Eletronico 3072,1422.79,0.08
3073,Eletronico 3073,2847.89,0.17
3074,Eletronico 3074,158.91,0.06
3075,Eletronico 3075,1821.22,0.17
3076,Eletronico 3076,3266.34,0.17
3077,Eletronico 3077,1693.34,0.15
3078,Eletronico 3078,4160.11,0.14
3079,Eletronico 3079,1073.26,0.14
3080,Eletronico 3080,2583.48,0.09
3081,Eletronico 3081,4228.62,0.14
3082,Eletronico 3082,1261.41,0.17
3083,Eletronico 3083,4173.86,0.07
3084,Eletronico 3084,2668.93,0.08
3085,Eletronico 3085,314.35,0.18
3086,Eletronico 3086,2366.15,0.16
3087,Eletronico 3087,648.02,0.06
3088,Eletronico 3088,280.43,0.19
3089,Eletronico 3089,50.22,0.1
3090,Eletronico 3090,4926.64,0.07
3091,Eletronico 3091,472.09,0.16
3092,Eletronico 3092,2195.94,0.11
3093,Eletronico 3093,2854.12,0.12
3094,Eletronico 3094,4476.7,0.1
3095,Eletronico 3095,104.46,0.16
3096,Eletronico 3096,3860.59,0.09
3097,Eletronico 3097,1300.53,0.05
3098,Eletronico 3098,3477.45,0.08
3099,Eletronico 3099,1607.2,0.05
3100,Eletronico 3100,2934.06,0.09
3101,Eletronico 3101,280.05,0.17
3102,Eletronico 3102,138.11,0.06
3103,Eletronico 3103,4086.95,0.15
3104,Eletronico 3104,1107.58,0.18
3105,Eletronico 3105,272.37,0.15
3106,Eletronico 3106,2473.11,0.14
3107,Eletronico 3107,3624.05,0.12
3108,Eletronico 3108,307.99,0.15
3109,Eletronico 3109,1630.09,0.19
3110,Eletronico 3110,2700.27,0.05
3111,Eletronico 3111,281.16,0.09
3112,Eletronico 3112,1515.94,0.1
3113,Eletronico 3113,2619.56,0.12
3114,Eletronico 3114,1594.72,0.06
3115,Eletronico 3115,1374.63,0.1
3116,Eletronico 3116,757.0,0.1
3117,Eletronico 3117,2897.56,0.17
3118,Eletronico 3118,206.99,0.2
3119,Eletronico 3119,235.94,0.12
3120,Eletronico 3120,182.92,0.09
3121,Eletronico 3121,1311.97,0.2
3122,Eletronico 3122,1453.5,0.14
3123,Eletronico 3123,3008.38,0.14
3124,Eletronico 3124,1013.77,0.08
3125,Eletronico 3125,2845.7,0.11
3126,Eletronico 3126,290.49,0.19
3127,Eletronico 3127,1686.28,0.19
3128,Eletronico 3128,232.05,0.14
3129,Eletronico 3129,1325.43,0.09
3130,Eletronico 3130,4567.24,0.07
3131,Eletronico 3131,2701.31,0.2
3132,Eletronico 3132,2797.09,0.06
3133,Eletronico 3133,2232.62,0.14
3134,Eletronico 3134,1154.79,0.08
3135,Eletronico 3135,3757.61,0.18
3136,Eletronico 3136,633.23,0.09
3137,Eletronico 3137,1451.65,0.16
3138,Eletronico 3138,619.15,0.09
3139,Eletronico 3139,2519.48,0.13
3140,Eletronico 3140,1875.06,0.18
3141,Eletronico 3141,2655.88,0.09
3142,Eletronico 3142,1137.09,0.11
3143,Eletronico 3143,2022.52,0.19
3144,Eletronico 3144,2662.04,0.19
3145,Eletronico 3145,2148.66,0.07
3146,Eletronico 3146,4309.27,0.18
3147,Eletronico 3147,641.24,0.08
3148,Eletronico 3148,275.82,0.13
3149,Eletronico 3149,189.95,0.08
3150,Eletronico 3150,1310.96,0.2
3151,Eletronico 3151,2285.86,0.17
3152,Eletronico 3152,2087.52,0.18
3153,Eletronico 3153,2881.91,0.13
3154,Eletronico 3154,4315.28,0.06
3155,Eletronico 3155,290.56,0.2
3156,Eletronico 3156,2487.09,0.08
3157,Eletronico 3157,2410.02,0.06
3158,Eletronico 3158,4618.05,0.16
3159,Eletronico 3159,4899.4,0.19
3160,Eletronico 3160,2664.01,0.16
3161,Eletronico 3161,1668.83,0.17
3162,Eletronico 3162,4516.54,0.13
3163,Eletronico 3163,1904.28,0.05
3164,Eletronico 3164,1907.93,0.14
3165,Eletronico 3165,4481.78,0.13
3166,Eletronico 3166,473.5,0.17
3167,Eletronico 3167,4132.49,0.17
3168,Eletronico 3168,942.12,0.11
3169,Eletronico 3169,2238.85,0.13
3170,Eletronico 3170,2510.12,0.17
3171,Eletronico 3171,4696.57,0.11
3172,Eletronico 3172,1747.29,0.05
3173,Eletronico 3173,2333.58,0.08
3174,Eletronico 3174,1790.71,0.14
3175,Eletronico 3175,1450.25,0.1
3176,Eletronico 3176,4032.74,0.09
3177,Eletronico 3177,404.17,0.1
3178,Eletronico 3178,3033.41,0.12
3179,Eletronico 3179,3445.7,0.13
3180,Eletronico 3180,2733.73,0.06
3181,Eletronico 3181,2613.18,0.07
3182,Eletronico 3182,44.34,0.17
3183,Eletronico 3183,4372.5,0.09
3184,Eletronico 3184,3976.91,0.06
3185,Eletronico 3185,4190.93,0.09
3186,Eletronico 3186,1782.52,0.08
3187,Eletronico 3187,3551.35,0.14
3188,Eletronico 3188,3094.43,0.12
3189,Eletronico 3189,2989.63,0.09
3190,Eletronico 3190,936.76,0.08
3191,Eletronico 3191,1791.19,0.16
3192,Eletronico 3192,3698.77,0.16
3193,Eletronico 3193,356.36,0.06
3194,Eletronico 3194,4378.59,0.06
3195,Eletronico 3195,3038.77,0.1
3196,Eletronico 3196,410.73,0.09
3197,Eletronico 3197,1365.66,0.1
3198,Eletronico 3198,2386.68,0.12
3199,Eletronico 3199,1043.08,0.08
3200,Eletronico 3200,1300.27,0.14
3201,Eletronico 3201,4522.93,0.17
3202,Eletronico 3202,759.33,0.06
3203,Eletronico 3203,3138.3,0.08
3204,Eletronico 3204,3113.15,0.06
3205,Eletronico 3205,2542.42,0.12
3206,Eletronico 3206,367.26,0.05
3207,Eletronico 3207,3811.71,0.13
3208,Eletronico 3208,3899.96,0.08
3209,Eletronico 3209,114.02,0.07
3210,Eletronico 3210,1420.7,0.07
3211,Eletronico 3211,4621.42,0.07
3212,Eletronico 3212,222.62,0.16
3213,Eletronico 3213,4790.22,0.18
3214,Eletronico 3214,2579.31,0.14
3215,Eletronico 3215,4748.9,0.19
3216,Eletronico 3216,2066.39,0.19
3217,Eletronico 3217,3979.87,0.12
3218,Eletronico 3218,1068.11,0.06
3219,Eletronico 3219,4440.06,0.16
3220,Eletronico 3220,1456.24,0.08
3221,Eletronico 3221,377.52,0.08
3222,Eletronico 3222,952.42,0.19
3223,Eletronico 3223,3483.39,0.14
3224,Eletronico 3224,3998.44,0.13
3225,Eletronico 3225,1636.55,0.06
3226,Eletronico 3226,4871.73,0.08
3227,Eletronico 3227,2716.57,0.06
3228,Eletronico 3228,2761.51,0.14
3229,Eletronico 3229,3511.47,0.09
3230,Eletronico 3230,2964.84,0.07
3231,Eletronico 3231,3924.94,0.07
3232,Eletronico 3232,2725.02,0.07
3233,Eletronico 3233,1076.72,0.13
3234,Eletronico 3234,3213.68,0.2
3235,Eletronico 3235,2218.42,0.12
3236,Eletronico 3236,4756.34,0.16
3237,Eletronico 3237,1487.54,0.13
3238,Eletronico 3238,551.83,0.07
3239,Eletronico 3239,1160.54,0.06
3240,Eletronico 3240,468.2,0.15
3241,Eletronico 3241,4843.98,0.1
3242,Eletronico 3242,3613.26,0.05
3243,Eletronico 3243,147.43,0.18
3244,Eletronico 3244,1225.82,0.15
3245,Eletronico 3245,1928.57,0.16
3246,Eletronico 3246,1690.64,0.11
3247,Eletronico 3247,2983.07,0.07
3248,Eletronico 3248,557.58,0.14
3249,Eletronico 3249,3588.28,0.05
3250,Eletronico 3250,1313.7,0.08
3251,Eletronico 3251,1043.09,0.17
3252,Eletronico 3252,1015.17,0.16
3253,Eletronico 3253,2848.14,0.08
3254,Eletronico 3254,1580.41,0.14
3255,Eletronico 3255,877.14,0.17
3256,Eletronico 3256,2913.44,0.07
3257,Eletronico 3257,3901.43,0.09
3258,Eletronico 3258,2705.59,0.11
3259,Eletronico 3259,4789.12,0.07
3260,Eletronico 3260,1070.66,0.12
3261,Eletronico 3261,1042.11,0.07
3262,Eletronico 3262,1330.49,0.17
3263,Eletronico 3263,3744.18,0.05
3264,Eletronico 3264,593.96,0.16
3265,Eletronico 3265,709.44,0.11
3266,Eletronico 3266,2499.44,0.11
3267,Eletronico 3267,256.56,0.12
3268,Eletronico 3268,2222.4,0.09
3269,Eletronico 3269,3622.29,0.19
3270,Eletronico 3270,4036.61,0.14
3271,Eletronico 3271,1307.25,0.05
3272,Eletronico 3272,3328.16,0.18
3273,Eletronico 3273,252.54,0.1
3274,Eletronico 3274,740.48,0.12
3275,Eletronico 3275,2566.86,0.1
3276,Eletronico 3276,2336.45,0.09
3277,Eletronico 3277,2934.74,0.06
3278,Eletronico 3278,3783.76,0.18
3279,Eletronico 3279,3675.28,0.06
3280,Eletronico 3280,1685.75,0.14
3281,Eletronico 3281,3963.44,0.1
3282,Eletronico 3282,3541.41,0.1
3283,Eletronico 3283,196.28,0.09
3284,Eletronico 3284,2465.05,0.12
3285,Eletronico 3285,1201.41,0.15
3286,Eletronico 3286,3120.06,0.2
3287,Eletronico 3287,1764.24,0.2
3288,Eletronico 3288,4591.95,0.17
3289,Eletronico 3289,2150.63,0.1
3290,Eletronico 3290,2663.53,0.12
3291,Eletronico 3291,2122.44,0.11
3292,Eletronico 3292,2329.64,0.07
3293,Eletronico 3293,559.68,0.11
3294,Eletronico 3294,3232.98,0.07
3295,Eletronico 3295,4501.32,0.13
3296,Eletronico 3296,2551.19,0.06
3297,Eletronico 3297,3677.82,0.16
3298,Eletronico 3298,15.79,0.19
3299,Eletronico 3299,2656.13,0.09
3300,Eletronico 3300,4531.25,0.14
3301,Eletronico 3301,2368.97,0.2
3302,Eletronico 3302,2430.03,0.11
3303,Eletronico 3303,252.17,0.07
3304,Eletronico 3304,1256.61,0.07
3305,Eletronico 3305,4271.95,0.15
3306,Eletronico 3306,3795.58,0.1
3307,Eletronico 3307,4087.2,0.08
3308,Eletronico 3308,3110.96,0.13
3309,Eletronico 3309,1011.88,0.12
3310,Eletronico 3310,3802.23,0.05
3311,Eletronico 3311,3196.83,0.09
3312,Eletronico 3312,368.13,0.11
3313,Eletronico 3313,1398.46,0.18
3314,Eletronico 3314,2121.07,0.15
3315,Eletronico 3315,1134.29,0.11
3316,Eletronico 3316,3899.62,0.18
3317,Eletronico 3317,485.8,0.1
3318,Eletronico 3318,1852.35,0.19
3319,Eletronico 3319,4969.37,0.11
3320,Eletronico 3320,2418.03,0.13
3321,Eletronico 3321,1660.87,0.15
3322,Eletronico 3322,412.07,0.2
3323,Eletronico 3323,1867.35,0.14
3324,Eletronico 3324,2590.9,0.11
3325,Eletronico 3325,4233.55,0.18
3326,Eletronico 3326,2594.0,0.18
3327,Eletronico 3327,1561.83,0.07
3328,Eletronico 3328,115.85,0.06
3329,Eletronico 3329,2372.33,0.07
3330,Eletronico 3330,3808.48,0.07
3331,Eletronico 3331,4428.24,0.12
3332,Eletronico 3332,4077.45,0.15
3333,Eletronico 3333,4629.31,0.18
3334,Eletronico 3334,2218.5,0.14
3335,Eletronico 3335,3384.94,0.14
3336,Eletronico 3336,4765.06,0.15
3337,Eletronico 3337,939.64,0.13
3338,Eletronico 3338,4085.05,0.16
3339,Eletronico 3339,1121.34,0.2
3340,Eletronico 3340,3473.58,0.06
3341,Eletronico 3341,3466.3,0.17
3342,Eletronico 3342,4230.0,0.19
3343,Eletronico 3343,2908.34,0.15
3344,Eletronico 3344,1164.74,0.09
3345,Eletronico 3345,2393.05,0.09
3346,Eletronico 3346,1042.59,0.12
3347,Eletronico 3347,2900.9,0.11
3348,Eletronico 3348,1180.43,0.1
3349,Eletronico 3349,1182.38,0.16
3350,Eletronico 3350,2201.76,0.18
3351,Eletronico 3351,429.79,0.06
3352,Eletronico 3352,1391.09,0.08
3353,Eletronico 3353,834.05,0.08
3354,Eletronico 3354,1125.91,0.14
3355,Eletronico 3355,2188.2,0.09
3356,Eletronico 3356,914.81,0.09
3357,Eletronico 3357,3075.22,0.11
3358,Eletronico 3358,314.76,0.1
3359,Eletronico 3359,3270.98,0.18
3360,Eletronico 3360,4195.02,0.19
3361,Eletronico 3361,1984.86,0.19
3362,Eletronico 3362,871.78,0.07
3363,Eletronico 3363,1262.21,0.15
3364,Eletronico 3364,4412.74,0.15
3365,Eletronico 3365,137.54,0.17
3366,Eletronico 3366,1030.7,0.11
3367,Eletronico 3367,3736.1,0.16
3368,Eletronico 3368,1250.25,0.16
3369,Eletronico 3369,3888.6,0.08
3370,Eletronico 3370,2328.36,0.1
3371,Eletronico 3371,2129.55,0.07
3372,Eletronico 3372,3546.25,0.09
3373,Eletronico 3373,335.21,0.1
3374,Eletronico 3374,396.17,0.18
3375,Eletronico 3375,2129.65,0.19
3376,Eletronico 3376,1946.5,0.19
3377,Eletronico 3377,1396.56,0.18
3378,Eletronico 3378,2047.54,0.1
3379,Eletronico 3379,4209.58,0.18
3380,Eletronico 3380,865.71,0.12
3381,Eletronico 3381,4205.34,0.09
3382,Eletronico 3382,16.35,0.05
3383,Eletronico 3383,4705.95,0.17
3384,Eletronico 3384,3054.05,0.11
3385,Eletronico 3385,3397.32,0.13
3386,Eletronico 3386,678.15,0.14
3387,Eletronico 3387,806.56,0.19
3388,Eletronico 3388,2199.25,0.06
3389,Eletronico 3389,2843.42,0.09
3390,Eletronico 3390,3630.15,0.1
3391,Eletronico 3391,1195.2,0.06
3392,Eletronico 3392,3241.64,0.06
3393,Eletronico 3393,4811.74,0.18
3394,Eletronico 3394,2532.03,0.1
3395,Eletronico 3395,2521.69,0.11
3396,Eletronico 3396,4797.43,0.08
3397,Eletronico 3397,612.65,0.13
3398,Eletronico 3398,4543.6,0.19
3399,Eletronico 3399,4631.2,0.2
3400,Eletronico 3400,4878.71,0.12
3401,Eletronico 3401,2263.5,0.12
3402,Eletronico 3402,875.69,0.06
3403,Eletronico 3403,394.73,0.16
3404,Eletronico 3404,2765.9,0.06
3405,Eletronico 3405,4036.99,0.15
3406,Eletronico 3406,467.63,0.11
3407,Eletronico 3407,4833.2,0.08
3408,Eletronico 3408,2271.5,0.06
3409,Eletronico 3409,4526.22,0.19
3410,Eletronico 3410,1559.97,0.16
3411,Eletronico 3411,3213.28,0.1
3412,Eletronico 3412,1471.97,0.1
3413,Eletronico 3413,2779.9,0.15
3414,Eletronico 3414,1295.12,0.1
3415,Eletronico 3415,4780.74,0.08
3416,Eletronico 3416,150.13,0.11
3417,Eletronico 3417,4349.29,0.13
3418,Eletronico 3418,1619.26,0.06
3419,Eletronico 3419,823.94,0.15
3420,Eletronico 3420,4720.24,0.09
3421,Eletronico 3421,956.51,0.09
3422,Eletronico 3422,4124.22,0.11
3423,Eletronico 3423,452.28,0.07
3424,Eletronico 3424,3882.33,0.16
3425,Eletronico 3425,4071.02,0.19
3426,Eletronico 3426,3208.06,0.11
3427,Eletronico 3427,4097.96,0.18
3428,Eletronico 3428,963.81,0.08
3429,Eletronico 3429,2449.93,0.06
3430,Eletronico 3430,3492.7,0.06
3431,Eletronico 3431,2308.79,0.18
3432,Eletronico 3432,3789.87,0.06
3433,Eletronico 3433,105.35,0.06
3434,Eletronico 3434,707.02,0.15
3435,Eletronico 3435,2587.22,0.2
3436,Eletronico 3436,4812.43,0.18
3437,Eletronico 3437,1604.64,0.06
3438,Eletronico 3438,3053.16,0.14
3439,Eletronico 3439,3420.71,0.08
3440,Eletronico 3440,1470.31,0.19
3441,Eletronico 3441,105.83,0.17
3442,Eletronico 3442,1171.24,0.19
3443,Eletronico 3443,4196.6,0.08
3444,Eletronico 3444,3937.87,0.07
3445,Eletronico 3445,4111.59,0.09
3446,Eletronico 3446,2750.56,0.11
3447,Eletronico 3447,1267.79,0.14
3448,Eletronico 3448,1743.47,0.19
3449,Eletronico 3449,2286.42,0.2
3450,Eletronico 3450,3137.45,0.06
3451,Eletronico 3451,4669.73,0.06
3452,Eletronico 3452,551.32,0.15
3453,Eletronico 3453,285.89,0.07
3454,Eletronico 3454,3093.12,0.07
3455,Eletronico 3455,501.36,0.12
3456,Eletronico 3456,3807.81,0.09
3457,Eletronico 3457,3983.18,0.17
3458,Eletronico 3458,1781.63,0.15
