id,descricao,tamanho,preco
3182,Roupa 3182,P,4708.69
3183,Roupa 3183,GG,1308.35
3184,Roupa 3184,GG,348.02
3185,Roupa 3185,GG,4825.19
3186,Roupa 3186,PP,3911.25
3187,Roupa 3187,PP,1553.29
3188,Roupa 3188,GG,3385.72
3189,Roupa 3189,PP,2311.1
3190,Roupa 3190,PP,3532.14
3191,Roupa 3191,PP,4731.81
3192,Roupa 3192,M,3781.18
3193,Roupa 3193,GG,1318.25
3194,Roupa 3194,G,490.53
3195,Roupa 3195,M,4964.7
3196,Roupa 3196,P,3621.93
3197,Roupa 3197,M,793.81
3198,Roupa 3198,P,4468.78
3199,Roupa 3199,P,3716.57
3200,Roupa 3200,M,2752.93
3201,Roupa 3201,G,1830.24
3202,Roupa 3202,GG,2589.65
3203,Roupa 3203,PP,2562.0
3204,Roupa 3204,P,4533.06
3205,Roupa 3205,GG,3937.66
3206,Roupa 3206,G,3814.83
3207,Roupa 3207,G,2012.34
3208,Roupa 3208,PP,4538.94
3209,Roupa 3209,G,658.92
3210,Roupa 3210,M,750.93
3211,Roupa 3211,M,2629.17
3212,Roupa 3212,P,2467.1
3213,Roupa 3213,G,3995.01
3214,Roupa 3214,PP,1148.15
3215,Roupa 3215,P,790.9
3216,Roupa 3216,GG,4691.15
3217,Roupa 3217,PP,3136.01
3218,Roupa 3218,GG,187.55
3219,Roupa 3219,GG,2734.1
3220,Roupa 3220,GG,1753.41
3221,Roupa 3221,P,4495.8
3222,Roupa 3222,M,4184.91
3223,Roupa 3223,PP,941.47
3224,Roupa 3224,GG,4097.0
3225,Roupa 3225,PP,4381.27
3226,Roupa 3226,G,3541.03
3227,Roupa 3227,G,2582.33
3228,Roupa 3228,PP,3465.61
3229,Roupa 3229,G,376.54
3230,Roupa 3230,PP,3845.84
3231,Roupa 3231,G,2662.65
3232,Roupa 3232,PP,1255.3
3233,Roupa 3233,P,666.22
3234,Roupa 3234,P,913.27
3235,Roupa 3235,PP,2868.08
3236,Roupa 3236,GG,1493.75
3237,Roupa 3237,GG,2830.65
3238,Roupa 3238,P,2784.91
3239,Roupa 3239,M,837.15
3240,Roupa 3240,GG,3766.6
3241,Roupa 3241,GG,1701.15
3242,Roupa 3242,G,622.04
3243,Roupa 3243,G,2436.34
3244,Roupa 3244,M,3412.31
3245,Roupa 3245,PP,985.06
3246,Roupa 3246,GG,1193.63
3247,Roupa 3247,P,2034.97
3248,Roupa 3248,GG,3543.58
3249,Roupa 3249,P,1984.78
3250,Roupa 3250,PP,3168.41
3251,Roupa 3251,P,4790.11
3252,Roupa 3252,M,4167.36
3253,Roupa 3253,PP,3223.97
3254,Roupa 3254,GG,4005.94
3255,Roupa 3255,G,2075.85
3256,Roupa 3256,PP,718.22
3257,Roupa 3257,GG,2110.13
3258,Roupa 3258,G,673.52
3259,Roupa 3259,P,1730.48
3260,Roupa 3260,M,4053.75
3261,Roupa 3261,PP,4940.27
3262,Roupa 3262,PP,2779.71
3263,Roupa 3263,M,3852.68
3264,Roupa 3264,GG,1849.77
3265,Roupa 3265,G,3451.96
3266,Roupa 3266,GG,1901.96
3267,Roupa 3267,GG,2967.18
3268,Roupa 3268,GG,1584.13
3269,Roupa 3269,GG,3629.58
3270,Roupa 3270,PP,3772.91
3271,Roupa 3271,G,1876.04
3272,Roupa 3272,PP,514.66
3273,Roupa 3273,PP,3605.59
3274,Roupa 3274,P,1824.49
3275,Roupa 3275,P,1195.53
3276,Roupa 3276,M,2806.24
3277,Roupa 3277,GG,4759.34
3278,Roupa 3278,M,2216.73
3279,Roupa 3279,G,91.9
3280,Roupa 3280,GG,4355.91
3281,Roupa 3281,GG,921.77
3282,Roupa 3282,GG,2095.16
3283,Roupa 3283,PP,3660.2
3284,Roupa 3284,P,3708.69
3285,Roupa 3285,P,2587.41
3286,Roupa 3286,PP,2170.37
3287,Roupa 3287,P,2896.9
3288,Roupa 3288,GG,2572.83
3289,Roupa 3289,GG,398.81
3290,Roupa 3290,P,4870.45
3291,Roupa 3291,P,319.3
3292,Roupa 3292,GG,1830.03
3293,Roupa 3293,PP,3721.43
3294,Roupa 3294,P,1770.72
3295,Roupa 3295,G,4028.09
3296,Roupa 3296,M,2992.78
3297,Roupa 3297,PP,2867.24
3298,Roupa 3298,GG,3672.97
3299,Roupa 3299,GG,4117.33
3300,Roupa 3300,G,4603.59
3301,Roupa 3301,GG,30.66
3302,Roupa 3302,GG,236.63
3303,Roupa 3303,M,2885.22
3304,Roupa 3304,P,3820.21
3305,Roupa 3305,GG,2381.63
3306,Roupa 3306,P,863.49
3307,Roupa 3307,GG,1017.95
3308,Roupa 3308,P,730.65
3309,Roupa 3309,G,280.32
3310,Roupa 3310,P,2547.05
3311,Roupa 3311,P,1005.66
3312,Roupa 3312,M,1754.2
3313,Roupa 3313,G,4201.12
3314,Roupa 3314,M,1506.22
3315,Roupa 3315,PP,4937.64
3316,Roupa 3316,P,3694.22
3317,Roupa 3317,GG,3467.22
3318,Roupa 3318,PP,2066.21
3319,Roupa 3319,PP,3121.79
3320,Roupa 3320,P,2761.99
3321,Roupa 3321,M,861.75
3322,Roupa 3322,M,4769.01
3323,Roupa 3323,P,1361.46
3324,Roupa 3324,M,2453.0
3325,Roupa 3325,P,2974.38
3326,Roupa 3326,G,4060.62
3327,Roupa 3327,G,4136.32
3328,Roupa 3328,G,679.41
3329,Roupa 3329,GG,1891.18
3330,Roupa 3330,P,4048.32
3331,Roupa 3331,G,2142.19
3332,Roupa 3332,M,4497.48
3333,Roupa 3333,GG,894.56
3334,Roupa 3334,GG,4114.71
3335,Roupa 3335,M,2603.13
3336,Roupa 3336,PP,1183.11
3337,Roupa 3337,PP,2964.56
3338,Roupa 3338,P,194.99
3339,Roupa 3339,P,3100.55
3340,Roupa 3340,P,1429.65
3341,Roupa 3341,G,1279.22
3342,Roupa 3342,PP,1158.52
3343,Roupa 3343,M,1025.17
3344,Roupa 3344,P,2517.3
3345,Roupa 3345,G,3797.13
3346,Roupa 3346,P,194.55
3347,Roupa 3347,PP,4696.27
3348,Roupa 3348,G,4496.58
3349,Roupa 3349,PP,191.19
3350,Roupa 3350,M,1822.6
3351,Roupa 3351,PP,4802.65
3352,Roupa 3352,PP,2534.58
3353,Roupa 3353,M,3946.76
3354,Roupa 3354,GG,2587.56
3355,Roupa 3355,G,3629.69
3356,Roupa 3356,P,4429.35
3357,Roupa 3357,GG,3557.13
3358,Roupa 3358,P,3970.29
3359,Roupa 3359,GG,3855.33
3360,Roupa 3360,PP,4590.95
3361,Roupa 3361,GG,4345.93
3362,Roupa 3362,P,2481.91
3363,Roupa 3363,M,3863.59
3364,Roupa 3364,PP,819.28
3365,Roupa 3365,G,4393.73
3366,Roupa 3366,GG,4027.57
3367,Roupa 3367,G,4583.21
3368,Roupa 3368,P,4941.03
3369,Roupa 3369,GG,4527.23
3370,Roupa 3370,P,1204.41
3371,Roupa 3371,G,54.08
3372,Roupa 3372,PP,2245.5
3373,Roupa 3373,PP,4890.51
3374,Roupa 3374,G,2159.09
3375,Roupa 3375,GG,4866.9
3376,Roupa 3376,PP,909.04
3377,Roupa 3377,PP,684.24
3378,Roupa 3378,P,3574.98
3379,Roupa 3379,G,3163.79
3380,Roupa 3380,P,2560.51
3381,Roupa 3381,GG,3704.81
3382,Roupa 3382,M,926.09
3383,Roupa 3383,G,3555.49
3384,Roupa 3384,PP,305.56
3385,Roupa 3385,PP,379.24
3386,Roupa 3386,P,711.61
3387,Roupa 3387,GG,2919.76
3388,Roupa 3388,M,4782.51
3389,Roupa 3389,M,3392.23
3390,Roupa 3390,G,3296.03
3391,Roupa 3391,PP,4825.12
3392,Roupa 3392,M,1439.18
3393,Roupa 3393,M,1333.95
3394,Roupa 3394,G,2563.48
3395,Roupa 3395,PP,3956.79
3396,Roupa 3396,PP,4392.38
3397,Roupa 3397,M,434.27
3398,Roupa 3398,G,2111.81
3399,Roupa 3399,P,651.98
3400,Roupa 3400,PP,927.28
3401,Roupa 3401,P,4890.57
3402,Roupa 3402,M,1134.65
3403,Roupa 3403,PP,4574.46
3404,Roupa 3404,PP,382.22
3405,Roupa 3405,GG,713.79
3406,Roupa 3406,M,692.88
3407,Roupa 3407,GG,2014.62
3408,Roupa 3408,P,360.13
3409,Roupa 3409,P,487.09
3410,Roupa 3410,GG,2016.5
3411,Roupa 3411,M,3026.66
3412,Roupa 3412,GG,3037.23
3413,Roupa 3413,G,1435.33
3414,Roupa 3414,GG,1251.05
3415,Roupa 3415,GG,3212.81
3416,Roupa 3416,M,1660.08
3417,Roupa 3417,G,2496.4
3418,Roupa 3418,GG,1883.91
3419,Roupa 3419,G,36.57
3420,Roupa 3420,M,538.61
3421,Roupa 3421,PP,4229.69
3422,Roupa 3422,M,735.26
3423,Roupa 3423,PP,366.74
3424,Roupa 3424,P,3527.53
3425,Roupa 3425,M,1184.2
3426,Roupa 3426,GG,4771.64
3427,Roupa 3427,P,2073.79
3428,Roupa 3428,M,1127.84
3429,Roupa 3429,P,2390.09
3430,Roupa 3430,G,3036.33
3431,Roupa 3431,GG,1267.99
3432,Roupa 3432,P,4667.96
3433,Roupa 3433,GG,2667.19
3434,Roupa 3434,M,857.43
3435,Roupa 3435,M,2991.68
3436,Roupa 3436,PP,145.82
3437,Roupa 3437,M,2331.57
3438,Roupa 3438,GG,816.45
3439,Roupa 3439,GG,1014.35
3440,Roupa 3440,G,1664.39
3441,Roupa 3441,GG,790.63
3442,Roupa 3442,PP,2761.09
3443,Roupa 3443,PP,1944.44
3444,Roupa 3444,P,358.51
3445,Roupa 3445,M,592.43
3446,Roupa 3446,P,284.26
3447,Roupa 3447,GG,2855.7
3448,Roupa 3448,M,3952.24
3449,Roupa 3449,GG,868.67
3450,Roupa 3450,M,4435.96
3451,Roupa 3451,P,731.48
3452,Roupa 3452,GG,912.16
3453,Roupa 3453,P,4693.56
3454,Roupa 3454,P,3688.11
3455,Roupa 3455,PP,2333.54
3456,Roupa 3456,P,4829.97
3457,Roupa 3457,P,2841.99
3458,Roupa 3458,GG,1410.87
3459,Roupa 3459,PP,839.18
3460,Roupa 3460,M,1615.02
3461,Roupa 3461,P,1974.02
3462,Roupa 3462,PP,2170.5
3463,Roupa 3463,GG,3167.91
3464,Roupa 3464,GG,427.54
3465,Roupa 3465,M,4544.93
3466,Roupa 3466,P,2488.06
3467,Roupa 3467,P,2793.08
3468,Roupa 3468,GG,125.66
3469,Roupa 3469,G,120.95
3470,Roupa 3470,M,1780.84
3471,Roupa 3471,G,3053.18
3472,Roupa 3472,P,1906.86
3473,Roupa 3473,P,553.03
3474,Roupa 3474,G,851.22
3475,Roupa 3475,P,3214.15
3476,Roupa 3476,GG,552.35
3477,Roupa 3477,M,867.01
3478,Roupa 3478,GG,1058.68
3479,Roupa 3479,G,3841.27
3480,Roupa 3480,M,3718.77
3481,Roupa 3481,G,451.44
3482,Roupa 3482,GG,3717.85
3483,Roupa 3483,P,655.02
3484,Roupa 3484,M,543.39
3485,Roupa 3485,P,849.79
3486,Roupa 3486,PP,1669.63
3487,Roupa 3487,G,2128.17
3488,Roupa 3488,GG,82.66
3489,Roupa 3489,PP,1558.55
3490,Roupa 3490,M,1508.29
3491,Roupa 3491,GG,3149.84
3492,Roupa 3492,P,2442.07
3493,Roupa 3493,M,1073.15
3494,Roupa 3494,PP,4887.31
3495,Roupa 3495,PP,3056.95
3496,Roupa 3496,PP,3370.95
3497,Roupa 3497,G,4522.7
3498,Roupa 3498,G,733.08
3499,Roupa 3499,G,471.71
3500,Roupa 3500,M,260.96
3501,Roupa 3501,PP,4568.03
3502,Roupa 3502,G,4930.36
3503,Roupa 3503,GG,4769.84
3504,Roupa 3504,PP,615.38
3505,Roupa 3505,P,1995.99
3506,Roupa 3506,G,4153.07
3507,Roupa 3507,PP,4507.15
3508,Roupa 3508,PP,498.14
3509,Roupa 3509,GG,4982.95
3510,Roupa 3510,PP,1470.38
3511,Roupa 3511,M,16.7
3512,Roupa 3512,PP,4533.21
3513,Roupa 3513,PP,2771.7
3514,Roupa 3514,G,2297.72
3515,Roupa 3515,P,896.32
3516,Roupa 3516,M,2956.66
3517,Roupa 3517,G,3889.38
3518,Roupa 3518,PP,4905.26
3519,Roupa 3519,G,4201.61
3520,Roupa 3520,PP,141.78
3521,Roupa 3521,GG,1161.42
3522,Roupa 3522,P,2319.59
3523,Roupa 3523,M,1663.58
3524,Roupa 3524,PP,2599.22
3525,Roupa 3525,PP,3910.94
3526,Roupa 3526,P,2376.11
3527,Roupa 3527,M,3748.92
3528,Roupa 3528,G,3671.82
3529,Roupa 3529,P,2888.16
3530,Roupa 3530,GG,11.61
3531,Roupa 3531,G,71.05
3532,Roupa 3532,PP,343.78
3533,Roupa 3533,PP,678.53
3534,Roupa 3534,M,387.72
3535,Roupa 3535,G,2672.47
3536,Roupa 3536,M,2922.33
3537,Roupa 3537,GG,1210.9
3538,Roupa 3538,PP,1021.09
3539,Roupa 3539,PP,1215.3
3540,Roupa 3540,PP,237.68
3541,Roupa 3541,GG,3867.27
3542,Roupa 3542,M,2082.73
3543,Roupa 3543,M,2405.36
3544,Roupa 3544,G,4172.34
3545,Roupa 3545,P,1818.49
3546,Roupa 3546,M,4485.12
3547,Roupa 3547,GG,179.06
3548,Roupa 3548,M,1276.53
3549,Roupa 3549,GG,2869.14
3550,Roupa 3550,PP,3004.77
3551,Roupa 3551,G,1300.36
3552,Roupa 3552,GG,1940.19
3553,Roupa 3553,P,1173.77
3554,Roupa 3554,M,1959.91
3555,Roupa 3555,GG,954.55
3556,Roupa 3556,G,2409.11
3557,Roupa 3557,P,3705.41
3558,Roupa 3558,M,1147.4
3559,Roupa 3559,GG,2361.37
3560,Roupa 3560,M,50.2
3561,Roupa 3561,P,4484.56
3562,Roupa 3562,PP,1983.37
3563,Roupa 3563,GG,4648.34
3564,Roupa 3564,G,1170.47
3565,Roupa 3565,G,4256.15
3566,Roupa 3566,PP,3001.61
3567,Roupa 3567,PP,4740.16
3568,Roupa 3568,PP,1377.89
3569,Roupa 3569,G,3721.01
3570,Roupa 3570,GG,3767.62
3571,Roupa 3571,PP,2392.18
3572,Roupa 3572,GG,2580.48
3573,Roupa 3573,PP,4664.2
3574,Roupa 3574,GG,3598.94
3575,Roupa 3575,M,3127.3
3576,Roupa 3576,GG,1411.76
3577,Roupa 3577,PP,3300.17
3578,Roupa 3578,G,216.63
3579,Roupa 3579,GG,4660.0
3580,Roupa 3580,P,1843.75
3581,Roupa 3581,M,1312.0
3582,Roupa 3582,P,86.54
3583,Roupa 3583,G,1591.78
3584,Roupa 3584,M,1267.8
3585,Roupa 3585,M,911.68
3586,Roupa 3586,G,2765.04
3587,Roupa 3587,M,1111.83
3588,Roupa 3588,M,4195.69
3589,Roupa 3589,PP,4422.99
3590,Roupa 3590,M,2678.48
3591,Roupa 3591,PP,2447.8
3592,Roupa 3592,G,3672.71
3593,Roupa 3593,P,4976.13
3594,Roupa 3594,GG,3964.01
3595,Roupa 3595,G,512.95
3596,Roupa 3596,GG,1527.66
3597,Roupa 3597,M,1022.11
3598,Roupa 3598,PP,4117.54
3599,Roupa 3599,G,4411.49
3600,Roupa 3600,M,4464.06
3601,Roupa 3601,GG,1032.91
3602,Roupa 3602,PP,2726.37
3603,Roupa 3603,PP,3045.14
3604,Roupa 3604,G,4441.62
3605,Roupa 3605,GG,2406.25
3606,Roupa 3606,M,3987.53
3607,Roupa 3607,M,3777.74
3608,Roupa 3608,M,456.53
3609,Roupa 3609,P,4389.47
3610,Roupa 3610,PP,189.27
3611,Roupa 3611,G,3428.87
3612,Roupa 3612,PP,4341.55
3613,Roupa 3613,M,2060.25
3614,Roupa 3614,P,2907.74
3615,Roupa 3615,GG,3931.99
3616,Roupa 3616,PP,1178.77
3617,Roupa 3617,G,2649.08
3618,Roupa 3618,M,2010.75
3619,Roupa 3619,GG,2027.73
3620,Roupa 3620,PP,1413.76
3621,Roupa 3621,P,4132.28
3622,Roupa 3622,GG,2585.65
3623,Roupa 3623,P,3134.61
3624,Roupa 3624,M,1511.27
3625,Roupa 3625,P,1859.47
3626,Roupa 3626,P,1210.43
3627,Roupa 3627,P,2919.1
3628,Roupa 3628,PP,442.91
3629,Roupa 3629,GG,363.1
3630,Roupa 3630,PP,2227.76
3631,Roupa 3631,G,1698.45
3632,Roupa 3632,G,4757.8
3633,Roupa 3633,PP,2397.55
3634,Roupa 3634,G,4112.72
3635,Roupa 3635,GG,4475.56
3636,Roupa 3636,M,1565.23
3637,Roupa 3637,PP,1656.34
3638,Roupa 3638,GG,2154.96
3639,Roupa 3639,GG,314.99
3640,Roupa 3640,PP,4221.03
3641,Roupa 3641,GG,1907.25
3642,Roupa 3642,P,3541.14
3643,Roupa 3643,M,416.32
3644,Roupa 3644,G,3105.69
3645,Roupa 3645,M,927.77
3646,Roupa 3646,P,1775.62
3647,Roupa 3647,PP,3454.98
3648,Roupa 3648,M,3605.88
3649,Roupa 3649,G,4471.19
3650,Roupa 3650,G,2016.28
3651,Roupa 3651,M,1044.85
3652,Roupa 3652,P,3403.87
3653,Roupa 3653,M,4038.21
3654,Roupa 3654,P,955.96
3655,Roupa 3655,M,2369.23
3656,Roupa 3656,M,4137.04
3657,Roupa 3657,PP,3177.83
3658,Roupa 3658,M,4883.67
3659,Roupa 3659,PP,1915.81
3660,Roupa 3660,G,689.27
3661,Roupa 3661,GG,2076.13
3662,Roupa 3662,G,3885.81
3663,Roupa 3663,P,4845.55
3664,Roupa 3664,GG,4381.79
3665,Roupa 3665,PP,4421.34
3666,Roupa 3666,M,2618.79
3667,Roupa 3667,M,4464.91
3668,Roupa 3668,P,63.02
3669,Roupa 3669,M,1138.41
3670,Roupa 3670,P,2440.1
3671,Roupa 3671,M,2477.94
3672,Roupa 3672,M,4611.59
3673,Roupa 3673,PP,2854.66
3674,Roupa 3674,GG,4734.32
3675,Roupa 3675,P,3113.48
3676,Roupa 3676,GG,4373.3
3677,Roupa 3677,G,4793.12
3678,Roupa 3678,PP,3419.74
3679,Roupa 3679,M,3687.0
3680,Roupa 3680,M,1783.35
3681,Roupa 3681,GG,933.74
3682,Roupa 3682,P,4238.89
3683,Roupa 3683,G,1929.15
3684,Roupa 3684,GG,1020.6
3685,Roupa 3685,M,3600.81
3686,Roupa 3686,P,2577.51
3687,Roupa 3687,G,2626.6
3688,Roupa 3688,GG,4965.65
3689,Roupa 3689,P,401.88
3690,Roupa 3690,P,2235.89
3691,Roupa 3691,GG,2871.74
3692,Roupa 3692,GG,2088.79
3693,Roupa 3693,GG,2675.81
3694,Roupa 3694,GG,4150.96
3695,Roupa 3695,G,672.84
3696,Roupa 3696,PP,130.68
3697,Roupa 3697,G,227.22
3698,Roupa 3698,GG,4277.22
3699,Roupa 3699,P,4428.97
3700,Roupa 3700,G,2051.96
3701,Roupa 3701,GG,3844.94
3702,Roupa 3702,G,1407.02
3703,Roupa 3703,P,3577.39
3704,Roupa 3704,GG,1581.56
3705,Roupa 3705,P,3839.31
3706,Roupa 3706,PP,157.63
3707,Roupa 3707,PP,3922.38
3708,Roupa 3708,M,4122.87
3709,Roupa 3709,G,2445.14
3710,Roupa 3710,G,4557.65
3711,Roupa 3711,M,3513.03
3712,Roupa 3712,GG,1483.12
3713,Roupa 3713,GG,404.48
3714,Roupa 3714,PP,2738.61
3715,Roupa 3715,GG,2294.07
3716,Roupa 3716,PP,3777.14
3717,Roupa 3717,GG,4406.07
3718,Roupa 3718,P,3299.69
3719,Roupa 3719,G,2704.22
3720,Roupa 3720,PP,1804.01
3721,Roupa 3721,GG,1805.97
3722,Roupa 3722,M,3752.41
3723,Roupa 3723,M,3445.83
3724,Roupa 3724,GG,3409.38
3725,Roupa 3725,M,4917.93
3726,Roupa 3726,PP,873.97
3727,Roupa 3727,P,4566.19
3728,Roupa 3728,G,3378.54
3729,Roupa 3729,GG,3152.71
3730,Roupa 3730,M,1124.72
3731,Roupa 3731,M,2505.1
3732,Roupa 3732,PP,230.73
3733,Roupa 3733,G,3557.88
3734,Roupa 3734,GG,3586.42
3735,Roupa 3735,M,4656.23
3736,Roupa 3736,P,1336.78
3737,Roupa 3737,PP,3241.4
3738,Roupa 3738,M,1927.22
3739,Roupa 3739,P,4044.75
3740,Roupa 3740,GG,244.49
3741,Roupa 3741,GG,32.21
3742,Roupa 3742,PP,1361.11
3743,Roupa 3743,G,680.66
3744,Roupa 3744,PP,4563.92
3745,Roupa 3745,GG,2893.69
3746,Roupa 3746,G,942.86
3747,Roupa 3747,M,3386.47
3748,Roupa 3748,M,4455.78
3749,Roupa 3749,P,3559.0
3750,Roupa 3750,PP,372.65
3751,Roupa 3751,P,4537.5
3752,Roupa 3752,M,2333.74
3753,Roupa 3753,P,2774.19
3754,Roupa 3754,M,2826.7
3755,Roupa 3755,G,3940.58
3756,Roupa 3756,PP,3611.21
3757,Roupa 3757,P,917.97
3758,Roupa 3758,P,1117.56
3759,Roupa 3759,GG,1031.3
3760,Roupa 3760,P,2577.77
3761,Roupa 3761,GG,4262.07
3762,Roupa 3762,PP,195.13
3763,Roupa 3763,M,3030.57
3764,Roupa 3764,PP,2968.89
3765,Roupa 3765,P,1740.58
3766,Roupa 3766,PP,2056.25
3767,Roupa 3767,PP,2352.52
3768,Roupa 3768,M,4579.92
3769,Roupa 3769,M,1925.51
3770,Roupa 3770,G,408.77
3771,Roupa 3771,GG,777.43
3772,Roupa 3772,GG,807.66
3773,Roupa 3773,GG,2206.35
3774,Roupa 3774,P,1801.22
3775,Roupa 3775,M,4795.37
3776,Roupa 3776,P,2347.91
3777,Roupa 3777,G,4365.24
3778,Roupa 3778,PP,944.43
3779,Roupa 3779,P,4109.21
3780,Roupa 3780,P,4753.76
3781,Roupa 3781,P,4086.08
3782,Roupa 3782,GG,2500.74
3783,Roupa 3783,P,1797.37
3784,Roupa 3784,P,2719.48
3785,Roupa 3785,GG,4093.99
3786,Roupa 3786,PP,4427.86
3787,Roupa 3787,GG,4783.82
3788,Roupa 3788,GG,3622.52
3789,Roupa 3789,M,3404.72
3790,Roupa 3790,P,3813.91
3791,Roupa 3791,G,1230.76
3792,Roupa 3792,M,661.04
3793,Roupa 3793,G,3985.67
3794,Roupa 3794,GG,2461.29
3795,Roupa 3795,M,654.49
3796,Roupa 3796,P,2459.83
3797,Roupa 3797,GG,3637.61
3798,Roupa 3798,G,44.02
3799,Roupa 3799,M,3796.57
3800,Roupa 3800,P,2445.04
3801,Roupa 3801,G,3932.12
3802,Roupa 3802,G,4736.45
3803,Roupa 3803,G,2643.56
3804,Roupa 3804,GG,4056.01
3805,Roupa 3805,P,3663.08
3806,Roupa 3806,M,138.91
3807,Roupa 3807,P,1821.74
3808,Roupa 3808,PP,1573.41
3809,Roupa 3809,M,4812.59
3810,Roupa 3810,GG,1155.16
3811,Roupa 3811,PP,1900.12
3812,Roupa 3812,G,1793.34
3813,Roupa 3813,GG,3936.0
3814,Roupa 3814,G,4909.32
3815,Roupa 3815,GG,3056.78
3816,Roupa 3816,P,4935.96
3817,Roupa 3817,P,1553.15
3818,Roupa 3818,M,4412.07
3819,Roupa 3819,M,1241.81
3820,Roupa 3820,P,2146.5
3821,Roupa 3821,M,681.59
3822,Roupa 3822,G,4115.74
3823,Roupa 3823,GG,368.76
3824,Roupa 3824,G,2244.35
3825,Roupa 3825,G,3213.62
3826,Roupa 3826,M,1599.53
3827,Roupa 3827,GG,293.74
3828,Roupa 3828,M,2965.34
3829,Roupa 3829,M,2232.31
3830,Roupa 3830,PP,1547.82
3831,Roupa 3831,GG,3797.42
3832,Roupa 3832,PP,2905.39
3833,Roupa 3833,M,1168.86
3834,Roupa 3834,GG,2629.32
3835,Roupa 3835,P,3109.92
3836,Roupa 3836,PP,4371.09
3837,Roupa 3837,M,4529.27
3838,Roupa 3838,G,4158.16
3839,Roupa 3839,M,1634.77
3840,Roupa 3840,P,4111.07
3841,Roupa 3841,PP,4921.48
3842,Roupa 3842,PP,3997.7
3843,Roupa 3843,M,3946.38
3844,Roupa 3844,PP,1228.3
3845,Roupa 3845,G,4476.56
3846,Roupa 3846,P,1521.66
3847,Roupa 3847,M,802.83
3848,Roupa 3848,G,4926.57
3849,Roupa 3849,GG,4500.11
3850,Roupa 3850,M,670.65
3851,Roupa 3851,P,3504.07
3852,Roupa 3852,PP,3054.33
3853,Roupa 3853,M,3845.47
3854,Roupa 3854,G,2155.0
3855,Roupa 3855,M,3681.29
3856,Roupa 3856,GG,81.32
3857,Roupa 3857,M,4444.17
3858,Roupa 3858,G,1443.41
3859,Roupa 3859,G,4506.87
3860,Roupa 3860,PP,521.44
3861,Roupa 3861,GG,4434.24
3862,Roupa 3862,GG,4432.97
3863,Roupa 3863,M,2758.71
3864,Roupa 3864,GG,3648.89
3865,Roupa 3865,GG,3457.57
3866,Roupa 3866,P,837.2
3867,Roupa 3867,M,1703.75
3868,Roupa 3868,PP,3070.24
3869,Roupa 3869,G,3247.59
3870,Roupa 3870,P,1002.05
3871,Roupa 3871,GG,757.54
3872,Roupa 3872,GG,4880.97
3873,Roupa 3873,PP,1484.16
3874,Roupa 3874,P,1087.23
3875,Roupa 3875,GG,4606.81
3876,Roupa 3876,G,1422.26
3877,Roupa 3877,PP,4501.59
3878,Roupa 3878,GG,1884.41
3879,Roupa 3879,M,4767.79
3880,Roupa 3880,PP,1492.88
3881,Roupa 3881,M,2661.3
3882,Roupa 3882,GG,3499.06
3883,Roupa 3883,GG,3685.38
3884,Roupa 3884,M,3769.19
3885,Roupa 3885,P,4207.5
3886,Roupa 3886,M,1232.54
3887,Roupa 3887,GG,1588.41
3888,Roupa 3888,G,2666.85
3889,Roupa 3889,PP,192.27
3890,Roupa 3890,M,106.05
3891,Roupa 3891,GG,1167.22
3892,Roupa 3892,PP,2413.69
3893,Roupa 3893,PP,4487.81
3894,Roupa 3894,GG,2342.09
3895,Roupa 3895,M,1122.02
3896,Roupa 3896,PP,1701.88
3897,Roupa 3897,GG,3505.84
3898,Roupa 3898,GG,4842.95
3899,Roupa 3899,G,804.17
3900,Roupa 3900,M,3306.5
3901,Roupa 3901,M,1004.64
3902,Roupa 3902,PP,1706.73
3903,Roupa 3903,PP,4403.81
3904,Roupa 3904,PP,3171.49
3905,Roupa 3905,M,4270.82
3906,Roupa 3906,P,260.74
3907,Roupa 3907,G,4590.87
3908,Roupa 3908,M,629.37
3909,Roupa 3909,GG,1860.09
3910,Roupa 3910,M,3549.57
3911,Roupa 3911,GG,1970.93
3912,Roupa 3912,G,1381.97
3913,Roupa 3913,GG,2044.02
3914,Roupa 3914,PP,4439.28
3915,Roupa 3915,P,4830.11
3916,Roupa 3916,M,837.84
3917,Roupa 3917,M,696.99
3918,Roupa 3918,PP,3251.96
3919,Roupa 3919,M,3130.2
3920,Roupa 3920,GG,386.75
3921,Roupa 3921,GG,4046.74
3922,Roupa 3922,GG,4039.59
3923,Roupa 3923,GG,2982.26
3924,Roupa 3924,P,1786.38
3925,Roupa 3925,G,3981.86
3926,Roupa 3926,PP,884.92
3927,Roupa 3927,P,3014.81
3928,Roupa 3928,M,4700.65
3929,Roupa 3929,M,3574.49
3930,Roupa 3930,PP,561.35
3931,Roupa 3931,GG,1314.89
3932,Roupa 3932,G,1415.9
3933,Roupa 3933,PP,1487.55
3934,Roupa 3934,M,3544.6
3935,Roupa 3935,PP,3875.12
3936,Roupa 3936,PP,3824.78
3937,Roupa 3937,PP,261.8
3938,Roupa 3938,P,4300.48
3939,Roupa 3939,M,413.29
3940,Roupa 3940,PP,3720.57
3941,Roupa 3941,P,1364.18
3942,Roupa 3942,P,4561.2
3943,Roupa 3943,M,3143.66
3944,Roupa 3944,PP,3641.49
3945,Roupa 3945,M,2512.97
3946,Roupa 3946,M,1411.85
3947,Roupa 3947,PP,1038.64
